Directory,Status,Duration,SUs,Failure Reason,Vol Error (AF),Vol Error (%),Max WSEL Err,Start Time,End Time,Failure Info,Max WSE (ft),Max Depth (ft),Max Velocity (ft/s),Max Volume (ft^3),Max Flow Balance (ft^3/s),Max Wind (ft/s),Mean BC (ft),Max BC (ft)
clean_SS0421_PP359_SM1_BF1_Base,Success,13h 26m 4s,42,,30903.0,0.3373,0.81,Dec 30 15:57,Dec 31 05:23,,327.66,78.69,46.04,561003648.0,221992.05,,,
clean_SS0421_PP377_SM2_BF1_Base,Success,13h 27m 4s,42,,31626.0,0.3449,0.81,Dec 30 15:25,Dec 31 04:52,,327.66,61.5,45.52,560223168.0,222024.69,,,
clean_SS0429_PP038_SM2_BF1_Base,Success,14h 8m 50s,45,,33036.0,0.3865,1.67,Dec 30 15:34,Dec 31 05:43,,327.66,79.37,41.01,565890496.0,171786.83,,,
clean_SS0429_PP086_SM3_BF1_Base,Success,13h 12m 16s,42,,33682.0,0.4002,0.87,Dec 30 15:36,Dec 31 04:49,,327.66,31.04,56.07,564123968.0,171944.31,,,
clean_SS0429_PP059_SM4_BF1_Base,Success,14h 57m 13s,45,,32711.0,0.3857,0.93,Dec 30 15:37,Dec 31 06:34,,327.66,37.78,109.97,564499648.0,171904.66,,,
clean_SS0429_PP093_SM4_BF1_Base,Success,15h 20m 27s,48,,34286.0,0.4033,1.34,Dec 30 15:37,Dec 31 06:57,,327.66,79.37,45.51,564306624.0,172243.62,,,
clean_SS0429_PP098_SM4_BF1_Base,Success,13h 15m 1s,42,,34704.0,0.4079,0.49,Dec 30 15:36,Dec 31 04:51,,327.66,17.03,53.29,565578496.0,171598.84,,,
clean_SS0429_PP116_SM5_BF1_Base,Success,13h 34m 40s,42,,33409.0,0.3973,2.21,Dec 30 15:50,Dec 31 05:25,,327.66,79.42,46.03,564111680.0,171901.73,,,
clean_SS0429_PP173_SM3_BF1_Base,Success,13h 53m 7s,42,,33909.0,0.3984,3.04,Dec 30 16:06,Dec 31 05:59,,327.66,80.26,33.82,565839424.0,171940.97,,,
clean_SS0423_PP023_SM2_BF1_Base,Success,17h 41m 16s,54,,39900.0,0.3744,1.36,Dec 30 16:45,Dec 31 10:27,,327.66,10.2,109.96,555605504.0,185150.64,,,
clean_SS0423_PP197_SM4_BF1_Base,Success,17h 5m 9s,54,,39415.0,0.3692,0.3,Dec 30 16:13,Dec 31 09:18,,327.66,21.0,109.96,556771264.0,184802.72,,,
clean_SS0423_PP191_SM5_BF1_Base,Success,18h 12m 36s,57,,39533.0,0.371,0.82,Dec 30 16:30,Dec 31 10:42,,327.66,45.48,106.38,556070080.0,185136.08,,,
clean_SS0423_PP191_SM1_BF1_Base,Success,18h 11m 0s,57,,39325.0,0.3674,0.37,Dec 30 16:42,Dec 31 10:53,,327.66,45.49,106.38,556892800.0,184863.55,,,
clean_SS0429_PP207_SM2_BF1_Base,Success,13h 29m 6s,42,,34053.0,0.4024,1.15,Dec 30 16:03,Dec 31 05:32,,327.66,41.7,45.56,564693888.0,172005.95,,,
clean_SS0429_PP236_SM2_BF1_Base,Success,13h 55m 50s,42,,33532.0,0.399,2.2,Dec 30 16:05,Dec 31 06:01,,327.66,79.39,41.03,563455296.0,172005.38,,,
clean_SS0423_PP259_SM5_BF1_Base,Success,17h 41m 21s,54,,39336.0,0.3682,0.27,Dec 30 16:12,Dec 31 09:53,,327.66,44.48,109.96,557473728.0,184582.89,,,
clean_SS0429_PP282_SM3_BF1_Base,Success,13h 37m 15s,42,,33748.0,0.398,2.97,Dec 30 15:34,Dec 31 05:11,,327.66,80.21,33.17,564520448.0,171962.77,,,
clean_SS0429_PP296_SM4_BF1_Base,Success,15h 24m 33s,48,,32908.0,0.3874,1.61,Dec 30 15:39,Dec 31 07:03,,327.66,79.45,46.05,565028736.0,171835.62,,,
clean_SS0429_PP316_SM3_BF1_Base,Success,13h 43m 27s,42,,33510.0,0.3972,3.02,Dec 30 15:49,Dec 31 05:33,,327.66,80.06,33.24,564515136.0,171903.62,,,
clean_SS0429_PP363_SM5_BF1_Base,Success,13h 47m 50s,42,,33086.0,0.3845,1.76,Dec 30 15:36,Dec 31 05:23,,327.66,79.46,33.36,564189248.0,171993.84,,,
clean_SS0429_PP427_SM3_BF1_Base,Success,12h 54m 11s,39,,33398.0,0.3959,0.46,Dec 30 15:50,Dec 31 04:44,,327.66,17.6,106.37,564277376.0,171952.11,,,
clean_SS0429_PP487_SM3_BF1_Base,Success,13h 32m 10s,42,,35483.0,0.4154,2.2,Dec 30 15:36,Dec 31 05:09,,327.66,79.37,29.48,564218560.0,171954.5,,,
clean_SS0429_PP456_SM3_BF1_Base,Success,15h 52m 27s,48,,43811.0,0.5156,2.98,Dec 30 15:37,Dec 31 07:29,,327.66,79.76,130.6,566272064.0,171837.47,,,
clean_SS0429_PP474_SM5_BF1_Base,Success,13h 40m 25s,42,,33371.0,0.3833,0.75,Dec 30 15:46,Dec 31 05:27,,327.66,50.92,58.83,563650880.0,171898.73,,,
clean_SS0433_PP497_SM2_BF1_Base,Success,13h 44m 7s,42,,39807.0,0.4736,2.22,Dec 30 16:04,Dec 31 05:48,,327.66,79.45,53.29,564169536.0,156745.31,,,
clean_SS0429_PP452_SM4_BF1_Base,Success,13h 29m 29s,42,,32585.0,0.3765,1.07,Dec 30 16:09,Dec 31 05:38,,327.66,79.72,46.06,563727104.0,171963.39,,,
clean_SS0435_PP032_SM2_BF1_Base,Success,15h 24m 52s,48,,46053.0,0.4212,2.24,Dec 30 16:09,Dec 31 07:34,,327.66,80.13,41.14,605275520.0,284494.78,,,
clean_SS0433_PP383_SM2_BF1_Base,Success,13h 35m 3s,42,,47207.0,0.5791,1.08,Dec 30 16:10,Dec 31 05:45,,327.66,79.48,53.29,558088064.0,160110.09,,,
clean_SS0436_PP003_SM2_BF1_Base,Success,19h 17m 22s,60,,43349.0,0.4201,3.1,Dec 30 16:04,Dec 31 11:21,,327.66,81.03,33.0,576324160.0,192861.0,,,
clean_SS0436_PP049_SM4_BF1_Base,Success,19h 0m 30s,60,,46590.0,0.4195,3.11,Dec 30 16:04,Dec 31 11:05,,327.66,80.21,47.98,572890368.0,192778.08,,,
clean_SS0436_PP044_SM3_BF1_Base,Success,17h 31m 15s,54,,44646.0,0.435,2.94,Dec 30 16:10,Dec 31 09:42,,328.54,80.65,33.32,573220096.0,193177.42,,,
clean_SS0436_PP010_SM2_BF1_Base,Success,17h 31m 25s,54,,44171.0,0.4193,3.21,Dec 30 16:28,Dec 31 09:59,,327.66,81.19,106.39,578821696.0,192757.73,,,
clean_SS0436_PP128_SM4_BF1_Base,Success,17h 34m 56s,54,,41796.0,0.3986,1.14,Dec 30 16:10,Dec 31 09:45,,327.66,80.19,53.3,572457728.0,192974.81,,,
clean_SS0436_PP168_SM5_BF1_Base,Success,16h 59m 19s,51,,45794.0,0.4256,1.12,Dec 30 16:27,Dec 31 09:26,,327.66,79.36,47.73,574246400.0,192812.11,,,
clean_SS0436_PP182_SM4_BF1_Base,Success,17h 53m 41s,54,,41985.0,0.4033,2.96,Dec 30 16:07,Dec 31 10:01,,327.66,80.67,46.32,572457728.0,193139.36,,,
clean_SS0436_PP190_SM2_BF1_Base,Success,21h 5m 25s,66,,43983.0,0.4108,3.13,Dec 30 15:57,Dec 31 13:02,,327.66,81.45,32.98,577636224.0,193263.45,,,
clean_SS0436_PP178_SM4_BF1_Base,Success,16h 12m 36s,51,,47205.0,0.4515,0.39,Dec 30 16:30,Dec 31 08:43,,327.66,62.5,58.82,572457728.0,193027.2,,,
clean_SS0436_PP209_SM3_BF1_Base,Success,17h 11m 53s,54,,40942.0,0.405,0.91,Dec 30 16:28,Dec 31 09:39,,327.66,79.41,106.37,572457728.0,192878.23,,,
clean_SS0436_PP214_SM2_BF1_Base,Success,18h 46m 53s,57,,46519.0,0.4525,0.49,Dec 30 15:57,Dec 31 10:44,,327.66,79.42,53.87,572558912.0,192843.64,,,
clean_SS0436_PP244_SM4_BF1_Base,Success,17h 13m 32s,54,,42936.0,0.3892,1.23,Dec 30 16:30,Dec 31 09:44,,327.66,80.09,45.53,574125888.0,192975.5,,,
clean_SS0436_PP248_SM3_BF1_Base,Success,17h 34m 11s,54,,44625.0,0.4376,2.53,Dec 30 16:25,Dec 31 10:00,,327.66,80.68,45.54,575163584.0,192689.34,,,
clean_SS0436_PP239_SM2_BF1_Base,Success,18h 4m 30s,57,,45898.0,0.4289,2.93,Dec 30 15:58,Dec 31 10:02,,327.66,80.97,29.57,574113984.0,192814.67,,,
clean_SS0436_PP270_SM3_BF1_Base,Success,18h 13m 45s,57,,43878.0,0.4182,0.7,Dec 30 16:03,Dec 31 10:17,,327.66,79.41,53.3,572457728.0,192999.34,,,
clean_SS0436_PP295_SM1_BF1_Base,Success,18h 9m 53s,57,,43800.0,0.4288,3.19,Dec 30 16:11,Dec 31 10:21,,327.66,80.34,33.2,573033984.0,192924.66,,,
clean_SS0436_PP335_SM5_BF1_Base,Success,18h 55m 36s,57,,47537.0,0.4555,2.21,Dec 30 15:58,Dec 31 10:54,,327.66,80.78,53.28,575689728.0,192999.41,,,
clean_SS0436_PP385_SM4_BF1_Base,Success,17h 8m 14s,54,,44454.0,0.4325,1.09,Dec 30 15:54,Dec 31 09:02,,327.66,79.45,109.93,572457728.0,193291.19,,,
clean_SS0437_PP057_SM1_BF1_Base,Success,13h 35m 36s,42,,29185.0,0.3317,0.36,Dec 30 15:50,Dec 31 05:26,,327.66,57.98,56.3,560827968.0,201040.55,,,
clean_SS0436_PP476_SM3_BF1_Base,Success,16h 33m 45s,51,,47562.0,0.4575,1.12,Dec 30 16:11,Dec 31 08:45,,327.66,79.34,64.71,572457728.0,192987.86,,,
clean_SS0436_PP461_SM4_BF1_Base,Success,17h 41m 25s,54,,42591.0,0.3928,1.27,Dec 30 16:07,Dec 31 09:49,,327.66,79.41,41.0,572457728.0,192972.38,,,
clean_SS0443_PP442_SM5_BF1_Base,Success,14h 41m 18s,45,,35256.0,0.3394,2.22,Dec 30 15:24,Dec 31 06:05,,327.66,79.74,53.29,572657792.0,217604.55,,,
clean_SS0443_PP427_SM3_BF1_Base,Success,14h 25m 27s,45,,31216.0,0.2992,2.21,Dec 30 15:39,Dec 31 06:04,,327.66,79.49,45.54,573919936.0,207671.47,,,
clean_SS0440_PP483_SM4_BF1_Base,Success,16h 2m 2s,51,,63971.0,0.7049,2.48,Dec 30 16:21,Dec 31 08:23,,327.66,32.33,55.94,561850432.0,154592.59,,,
clean_SS0451_PP042_SM3_BF1_Base,Success,16h 49m 38s,51,,40278.0,0.4228,0.66,Dec 30 16:27,Dec 31 09:16,,327.66,79.31,106.38,563657792.0,202552.22,,,
clean_SS0451_PP061_SM3_BF1_Base,Success,17h 20m 4s,54,,42000.0,0.4357,1.2,Dec 30 16:25,Dec 31 09:45,,327.66,79.3,106.39,565194112.0,192444.5,,,
clean_SS0449_PP216_SM5_BF1_Base,Success,21h 41m 45s,66,,71845.0,0.5732,3.75,Dec 30 16:23,Dec 31 14:04,,329.12,81.28,33.18,647840256.0,343151.59,,,
clean_SS0451_PP220_SM2_BF1_Base,Success,18h 19m 56s,57,,40585.0,0.4248,0.92,Dec 30 16:20,Dec 31 10:40,,327.66,79.66,106.38,565112512.0,196483.02,,,
clean_SS0451_PP302_SM3_BF1_Base,Success,18h 24m 54s,57,,37748.0,0.39,3.2,Dec 30 16:10,Dec 31 10:34,,327.66,81.56,45.53,571630912.0,158028.42,,,
clean_SS0451_PP199_SM3_BF1_Base,Success,16h 28m 22s,51,,40406.0,0.4225,0.73,Dec 30 16:09,Dec 31 08:38,,327.66,43.91,106.38,564907200.0,158782.09,,,
clean_SS0451_PP256_SM3_BF1_Base,Success,17h 29m 28s,54,,38600.0,0.4022,2.13,Dec 30 15:54,Dec 31 09:23,,327.66,80.54,70.57,567829248.0,196203.19,,,
clean_SS0451_PP356_SM1_BF1_Base,Success,17h 19m 41s,54,,38406.0,0.3959,0.55,Dec 30 15:54,Dec 31 09:14,,327.66,79.34,106.39,566412096.0,165897.77,,,
clean_SS0451_PP322_SM1_BF1_Base,Success,17h 4m 39s,54,,40678.0,0.4257,1.05,Dec 30 16:28,Dec 31 09:33,,327.66,79.33,106.39,563898496.0,199553.11,,,
clean_SS0451_PP362_SM2_BF1_Base,Success,21h 25m 38s,66,,41035.0,0.4306,1.0,Dec 30 15:58,Dec 31 13:23,,327.66,79.71,106.39,560648576.0,158220.55,,,
clean_SS0451_PP429_SM3_BF1_Base,Success,16h 21m 56s,51,,40007.0,0.4208,0.41,Dec 30 16:25,Dec 31 08:47,,327.66,41.96,109.97,563020224.0,162034.02,,,
clean_SS0451_PP366_SM4_BF1_Base,Success,17h 25m 29s,54,,40928.0,0.4236,0.56,Dec 30 15:55,Dec 31 09:21,,327.66,57.22,106.36,565514176.0,168601.75,,,
clean_SS0451_PP422_SM3_BF1_Base,Success,17h 8m 15s,54,,38198.0,0.4007,0.95,Dec 30 16:09,Dec 31 09:18,,327.66,80.04,106.38,563249856.0,202857.97,,,
clean_SS0451_PP455_SM2_BF1_Base,Success,19h 13m 19s,60,,38711.0,0.3983,3.21,Dec 30 16:02,Dec 31 11:16,,327.66,81.07,45.97,573559104.0,157926.5,,,
clean_SS0451_PP465_SM4_BF1_Base,Success,17h 2m 11s,54,,38942.0,0.4074,1.15,Dec 30 16:07,Dec 31 09:09,,327.66,79.88,106.38,566690176.0,182527.22,,,
clean_SS0451_PP434_SM3_BF1_Base,Success,17h 20m 30s,54,,39526.0,0.4106,2.77,Dec 30 15:56,Dec 31 09:17,,327.66,80.74,45.52,569728704.0,157851.09,,,
clean_SS0451_PP477_SM3_BF1_Base,Success,18h 22m 19s,57,,41182.0,0.4267,2.81,Dec 30 15:54,Dec 31 10:16,,327.66,80.74,46.04,566510720.0,179386.31,,,
clean_SS0458_PP190_SM4_BF1_Base,Success,20h 18m 31s,63,,40897.0,0.3694,0.95,Dec 30 16:17,Dec 31 12:36,,327.66,79.31,106.38,572730944.0,156437.7,,,
clean_SS0458_PP141_SM2_BF1_Base,Success,21h 43m 35s,66,,40991.0,0.3702,1.23,Dec 30 16:13,Dec 31 13:57,,327.66,79.72,109.94,573343168.0,155926.38,,,
clean_SS0458_PP214_SM2_BF1_Base,Success,20h 52m 12s,63,,44398.0,0.3975,1.3,Dec 30 16:07,Dec 31 12:59,,327.66,80.42,109.96,573688320.0,155570.62,,,
clean_SS0458_PP271_SM3_BF1_Base,Success,19h 24m 51s,60,,46905.0,0.4244,1.1,Dec 30 16:07,Dec 31 11:32,,327.66,41.36,109.97,572782912.0,156302.95,,,
clean_SS0451_PP481_SM4_BF1_Base,Success,17h 45m 26s,54,,40047.0,0.4146,0.82,Dec 30 15:55,Dec 31 09:40,,327.66,20.46,106.38,565321920.0,158000.91,,,
clean_SS0458_PP247_SM2_BF1_Base,Success,20h 2m 18s,63,,49186.0,0.4377,1.74,Dec 30 16:37,Dec 31 12:39,,327.66,79.4,55.1,573843008.0,155510.69,,,
clean_SS0458_PP278_SM1_BF1_Base,Success,20h 36m 15s,63,,46618.0,0.4159,1.25,Dec 30 16:37,Dec 31 13:14,,327.66,80.58,109.91,572618496.0,156225.25,,,
clean_SS0458_PP284_SM3_BF1_Base,Success,19h 33m 46s,60,,49099.0,0.4418,0.57,Dec 30 16:10,Dec 31 11:44,,327.66,26.05,106.38,571634304.0,156943.81,,,
clean_SS0458_PP319_SM2_BF1_Base,Success,20h 6m 12s,63,,39216.0,0.3544,1.51,Dec 30 16:37,Dec 31 12:43,,327.66,80.62,106.39,574184192.0,155294.91,,,
clean_SS0458_PP486_SM3_BF1_Base,Success,21h 27m 20s,66,,49523.0,0.447,3.19,Dec 30 16:06,Dec 31 13:34,,327.66,80.98,106.39,572300800.0,156204.12,,,
clean_SS0458_PP335_SM2_BF1_Base,Success,19h 55m 1s,60,,49553.0,0.4492,0.46,Dec 30 16:17,Dec 31 12:12,,327.66,79.32,106.37,571868544.0,156945.45,,,
clean_SS0460_PP043_SM4_BF1_Base,Success,17h 43m 59s,54,,36705.0,0.394,1.23,Dec 30 16:03,Dec 31 09:47,,327.66,79.68,106.38,564530496.0,190078.42,,,
clean_SS0460_PP170_SM2_BF1_Base,Success,17h 1m 38s,54,,36622.0,0.3918,0.62,Dec 30 16:21,Dec 31 09:23,,327.66,79.28,106.38,564530496.0,190079.73,,,
clean_SS0458_PP360_SM3_BF1_Base,Success,21h 56m 0s,66,,45359.0,0.4092,1.11,Dec 30 16:13,Dec 31 14:09,,327.66,79.47,106.38,573214080.0,156028.12,,,
clean_SS0460_PP121_SM3_BF1_Base,Success,19h 42m 47s,60,,36396.0,0.3849,1.05,Dec 30 15:57,Dec 31 11:40,,327.66,80.11,69.93,564852032.0,192334.09,,,
clean_SS0460_PP214_SM2_BF1_Base,Success,19h 7m 44s,60,,42815.0,0.4598,0.95,Dec 30 16:17,Dec 31 11:25,,327.66,79.39,106.38,564530496.0,189810.25,,,
clean_SS0464_PP185_SM1_BF1_Base,Success,18h 9m 47s,57,,30248.0,0.3379,3.19,Dec 30 15:34,Dec 31 09:44,,327.66,81.13,33.27,579168192.0,231903.05,,,
clean_SS0464_PP063_SM1_BF1_Base,Success,14h 3m 5s,45,,31212.0,0.355,1.52,Dec 30 16:07,Dec 31 06:10,,327.66,79.45,106.37,573681408.0,233517.88,,,
clean_SS0460_PP290_SM4_BF1_Base,Success,17h 40m 51s,54,,36655.0,0.3903,1.83,Dec 30 16:24,Dec 31 10:05,,327.66,79.7,106.38,564530496.0,190139.19,,,
clean_SS0464_PP014_SM3_BF1_Base,Success,14h 58m 50s,45,,31873.0,0.3583,3.21,Dec 30 15:31,Dec 31 06:30,,327.66,81.17,46.03,579350272.0,233141.98,,,
clean_SS0464_PP118_SM3_BF1_Base,Success,15h 15m 42s,48,,30888.0,0.3496,3.23,Dec 30 15:32,Dec 31 06:47,,327.66,80.95,106.39,576808192.0,233385.62,,,
clean_SS0464_PP215_SM4_BF1_Base,Success,14h 47m 41s,45,,37891.0,0.4322,1.5,Dec 30 15:47,Dec 31 06:35,,327.66,48.34,109.95,573382720.0,231965.3,,,
clean_SS0460_PP466_SM2_BF1_Base,Success,18h 33m 25s,57,,36727.0,0.3926,0.4,Dec 30 15:57,Dec 31 10:30,,327.66,79.28,109.96,564530496.0,189678.3,,,
clean_SS0460_PP449_SM5_BF1_Base,Success,18h 43m 14s,57,,36399.0,0.3926,0.52,Dec 30 15:56,Dec 31 10:39,,327.66,79.65,106.38,564530496.0,190849.09,,,
clean_SS0460_PP419_SM3_BF1_Base,Success,18h 43m 59s,57,,35832.0,0.3803,1.68,Dec 30 16:01,Dec 31 10:45,,327.66,80.31,106.38,565451136.0,193843.09,,,
clean_SS0464_PP284_SM2_BF1_Base,Success,17h 7m 37s,54,,28585.0,0.3167,3.18,Dec 30 16:11,Dec 31 09:18,,327.66,81.14,27.83,581763968.0,229949.84,,,
clean_SS0464_PP259_SM4_BF1_Base,Success,15h 13m 37s,48,,31942.0,0.364,1.51,Dec 30 15:35,Dec 31 06:48,,327.66,79.68,106.39,574054464.0,234792.78,,,
clean_SS0464_PP376_SM2_BF1_Base,Success,14h 38m 51s,45,,29851.0,0.3366,3.21,Dec 30 16:06,Dec 31 06:45,,327.66,80.73,53.31,577860928.0,229258.97,,,
clean_SS0464_PP384_SM2_BF1_Base,Success,14h 46m 48s,45,,29648.0,0.3357,2.32,Dec 30 15:47,Dec 31 06:34,,327.66,80.24,46.03,576214272.0,232608.61,,,
clean_SS0464_PP390_SM3_BF1_Base,Success,14h 31m 22s,45,,33734.0,0.3794,2.73,Dec 30 15:33,Dec 31 06:04,,327.66,79.82,46.05,574898880.0,231885.88,,,
clean_SS0464_PP441_SM1_BF1_Base,Success,14h 58m 45s,45,,30090.0,0.3386,2.58,Dec 30 16:07,Dec 31 07:06,,327.66,79.89,46.06,576035968.0,234659.8,,,
clean_SS0464_PP437_SM2_BF1_Base,Success,14h 50m 51s,45,,29252.0,0.3324,2.78,Dec 30 16:05,Dec 31 06:56,,327.66,80.0,40.63,576747776.0,236522.33,,,
clean_SS0465_PP262_SM1_BF1_Base,Success,16h 13m 37s,51,,31301.0,0.3094,2.69,Dec 30 15:41,Dec 31 07:54,,327.66,79.95,55.28,577817920.0,233662.95,,,
clean_SS0465_PP225_SM2_BF1_Base,Success,16h 9m 31s,51,,31241.0,0.3147,0.44,Dec 30 15:36,Dec 31 07:45,,327.66,79.34,53.29,572412224.0,219329.94,,,
clean_SS0465_PP090_SM2_BF1_Base,Success,15h 13m 31s,48,,32690.0,0.33,1.27,Dec 30 16:11,Dec 31 07:24,,327.66,71.48,106.38,571735360.0,229647.94,,,
clean_SS0465_PP027_SM3_BF1_Base,Success,18h 11m 30s,57,,32203.0,0.3255,2.81,Dec 30 15:41,Dec 31 09:53,,327.66,80.63,32.99,571621376.0,235615.69,,,
clean_SS0465_PP273_SM4_BF1_Base,Success,15h 14m 3s,48,,31289.0,0.3151,0.6,Dec 30 15:37,Dec 31 06:51,,327.66,79.31,106.38,572593536.0,231049.56,,,
clean_SS0465_PP302_SM3_BF1_Base,Success,16h 11m 13s,51,,31407.0,0.3145,1.67,Dec 30 16:04,Dec 31 08:15,,327.66,79.88,106.39,574436096.0,215499.55,,,
clean_SS0465_PP338_SM3_BF1_Base,Success,16h 39m 19s,51,,31131.0,0.3131,3.22,Dec 30 15:48,Dec 31 08:28,,327.66,81.34,27.55,574351936.0,228148.67,,,
clean_SS0468_PP051_SM3_BF1_Base,Success,15h 55m 42s,48,,35337.0,0.3911,0.37,Dec 30 16:07,Dec 31 08:03,,327.66,79.28,106.38,558806976.0,181557.47,,,
clean_SS0469_PP085_SM1_BF1_Base,Success,18h 25m 59s,57,,32645.0,0.3318,1.05,Dec 30 15:42,Dec 31 10:08,,327.66,79.42,64.73,573324352.0,193738.89,,,
clean_SS0468_PP182_SM1_BF1_Base,Success,16h 1m 48s,51,,35700.0,0.3965,0.82,Dec 30 16:27,Dec 31 08:29,,327.66,14.73,70.2,558806976.0,178657.16,,,
clean_SS0472_PP309_SM2_BF1_Base,Success,13h 42m 50s,42,,30901.0,0.3654,0.88,Dec 30 16:08,Dec 31 05:51,,327.66,79.29,106.38,561644160.0,162884.5,,,
clean_SS0468_PP294_SM3_BF1_Base,Success,16h 9m 37s,51,,35374.0,0.3911,0.59,Dec 30 16:27,Dec 31 08:36,,327.66,79.33,106.38,558806976.0,181126.42,,,
clean_SS0479_PP052_SM4_BF1_Base,Success,17h 18m 50s,54,,34763.0,0.3391,1.36,Dec 30 16:21,Dec 31 09:40,,327.66,79.82,41.02,570451584.0,168461.5,,,
clean_SS0479_PP095_SM1_BF1_Base,Success,17h 5m 1s,54,,34794.0,0.3394,1.17,Dec 30 16:28,Dec 31 09:33,,327.66,79.27,53.65,569598080.0,168442.5,,,
clean_SS0479_PP073_SM3_BF1_Base,Success,22h 8m 10s,69,,34009.0,0.3309,0.97,Dec 30 16:32,Dec 31 14:40,,327.66,79.3,69.93,572301888.0,168436.62,,,
clean_SS0479_PP239_SM3_BF1_Base,Success,17h 38m 13s,54,,34181.0,0.3321,1.68,Dec 30 15:50,Dec 31 09:29,,327.66,79.32,33.83,573429120.0,168440.39,,,
clean_SS0479_PP129_SM3_BF1_Base,Success,16h 8m 46s,51,,34490.0,0.3319,0.57,Dec 30 16:24,Dec 31 08:33,,327.66,71.7,106.37,572866752.0,168464.22,,,
clean_SS0479_PP089_SM3_BF1_Base,Success,19h 31m 35s,60,,34554.0,0.3356,1.0,Dec 30 15:55,Dec 31 11:26,,327.66,79.34,46.34,571325120.0,168309.66,,,
clean_SS0479_PP165_SM1_BF1_Base,Success,18h 12m 21s,57,,34381.0,0.3356,1.15,Dec 30 16:16,Dec 31 10:29,,327.66,80.01,106.38,570069696.0,168491.55,,,
clean_SS0479_PP360_SM3_BF1_Base,Success,20h 51m 56s,63,,34607.0,0.3369,1.2,Dec 30 15:56,Dec 31 12:48,,327.66,79.42,41.21,570751680.0,168455.66,,,
clean_SS0479_PP293_SM4_BF1_Base,Success,16h 42m 56s,51,,33903.0,0.3268,2.74,Dec 30 15:49,Dec 31 08:32,,327.66,80.58,38.86,572748864.0,168592.34,,,
clean_SS0479_PP370_SM1_BF1_Base,Success,16h 36m 20s,51,,34303.0,0.3336,0.96,Dec 30 16:24,Dec 31 09:00,,327.66,79.29,46.01,570867136.0,168560.3,,,
clean_SS0479_PP489_SM4_BF1_Base,Success,16h 40m 23s,51,,34558.0,0.3374,0.85,Dec 30 15:51,Dec 31 08:31,,327.66,12.05,70.04,569536640.0,168368.91,,,
clean_SS0479_PP397_SM3_BF1_Base,Success,16h 13m 6s,51,,34811.0,0.3395,0.3,Dec 30 15:52,Dec 31 08:05,,327.66,79.33,106.38,569655104.0,168574.42,,,
clean_SS0479_PP443_SM4_BF1_Base,Success,17h 56m 3s,54,,34970.0,0.341,0.79,Dec 30 15:58,Dec 31 09:54,,327.66,79.28,106.38,570026560.0,168438.88,,,
clean_SS0483_PP131_SM4_BF1_Base,Success,18h 3m 2s,57,,36000.0,0.3193,2.47,Dec 30 16:28,Dec 31 10:31,,327.66,80.57,32.88,585154048.0,253229.83,,,
clean_SS0485_PP019_SM2_BF1_Base,Success,20h 42m 14s,63,,39059.0,0.3582,0.43,Dec 30 16:28,Dec 31 13:11,,327.66,79.74,53.3,578113920.0,168250.94,,,
clean_SS0486_PP052_SM2_BF1_Base,Success,12h 2m 30s,39,,27910.0,0.3564,0.33,Dec 30 15:58,Dec 31 04:01,,327.66,57.43,106.39,564342592.0,144054.72,,,
clean_SS0486_PP068_SM3_BF1_Base,Success,12h 7m 29s,39,,27787.0,0.3545,1.2,Dec 30 15:58,Dec 31 04:05,,327.66,70.56,45.53,564342592.0,143972.97,,,
clean_SS0485_PP120_SM2_BF1_Base,Success,21h 52m 55s,66,,40411.0,0.37,1.33,Dec 30 16:48,Dec 31 14:40,,327.66,79.67,53.31,579179840.0,171471.47,,,
clean_SS0485_PP033_SM3_BF1_Base,Success,21h 51m 49s,66,,42607.0,0.3905,1.5,Dec 30 16:41,Dec 31 14:33,,327.66,79.75,46.79,578027904.0,168879.03,,,
clean_SS0486_PP195_SM3_BF1_Base,Success,12h 10m 35s,39,,27785.0,0.3536,0.71,Dec 30 15:23,Dec 31 03:34,,327.66,46.95,106.39,564342592.0,143977.25,,,
clean_SS0485_PP377_SM1_BF1_Base,Success,20h 7m 53s,63,,40130.0,0.3693,1.27,Dec 30 16:15,Dec 31 12:23,,327.66,79.31,106.38,577611520.0,168453.41,,,
clean_SS0485_PP221_SM2_BF1_Base,Success,21h 24m 55s,66,,39443.0,0.3609,1.17,Dec 30 16:14,Dec 31 13:39,,327.66,80.07,40.82,578361856.0,168971.03,,,
clean_SS0485_PP344_SM2_BF1_Base,Success,19h 15m 45s,60,,40329.0,0.3686,0.51,Dec 30 16:25,Dec 31 11:40,,327.66,79.27,109.96,578912192.0,169760.27,,,
clean_SS0486_PP089_SM2_BF1_Base,Success,12h 5m 50s,39,,27900.0,0.3566,0.49,Dec 30 15:58,Dec 31 04:04,,327.66,28.88,47.78,564342592.0,143951.22,,,
clean_SS0486_PP227_SM1_BF1_Base,Success,11h 52m 35s,36,,29193.0,0.3735,1.17,Dec 30 15:52,Dec 31 03:44,,327.66,16.28,109.96,564342592.0,144073.12,,,
clean_SS0485_PP185_SM1_BF1_Base,Success,19h 57m 13s,60,,39562.0,0.3631,0.18,Dec 30 16:19,Dec 31 12:16,,327.66,13.94,106.38,578150656.0,170615.31,,,
clean_SS0485_PP255_SM3_BF1_Base,Success,20h 22m 4s,63,,39322.0,0.3589,0.35,Dec 30 16:44,Dec 31 13:06,,327.66,79.29,53.31,579651008.0,171587.19,,,
